Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Wards,Community Areas,Zip Codes,Census Tracts,Historical Wards 2003-2015
2021,256819,110-112 South State Street,Submitted,100 South State Street,,1.0,false,,Office,72000,1910,1,,,5068239.4,61164.3,0,0,,71.2,198,71.3,198.1,727.1,10.1,41.88425,-87.63245,POINT (-87.63245 41.88425),2021-256819,36,38,14310,92,22
2021,254316,Chicago-North,Submitted,2544 W Montrose Ave,60618,4.0,false,Lincoln Square,Other - Specialty Hospital,148775,2000,1,,,12317483.8,11442009.2,0,0,,159.7,312.6,166.6,317.7,2367,15.9,41.946621,-87.70269,POINT (-87.70269 41.946621),2021-254316,20,22,21538,425,2
2021,101593,5034 S Woodlawn Ave,Submitted,5034 5040 S WOODLAWN AVE,60615,1.5,false,KENWOOD,Multifamily Housing,61535,1920,1,,35,457310.4,5618880.3,0,0,,98.7,116.7,107.6,125.2,363.8,5.9,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043),2021-101593,33,8,21192,147,1
2021,113414,Ridgemoor Estates V Condominium Association,Submitted,6430  W BELLE PLAINE AVE,60634,4.0,false,DUNNING,Multifamily Housing,75706,1990,1,,99,569437.2,2638974.5,0,0,,51,69.4,55.3,73.2,221.5,3.5,41.94530408,-87.80186746,POINT (-87.80186746 41.94530408),2021-113414,19,17,22254,396,39
2021,102926,,Not Submitted,5736 5752 S STONY ISLAND AVE,60637,0.0,false,HYDE PARK,,59558,,,,,,,,,,,,,,,,41.78046327,-87.6053081,POINT (-87.6053081 41.78046327),2021-102926,4,9,22260,470,53
2021,157964,HAROLD WASHINGTON LIBRARY,Submitted,400 S State St,60605,1.0,false,LOOP,Library,756640,1991,1,,,61987134.7,0,0,0,,81.9,229.4,81.9,229.4,8853.4,11.7,41.8763213,-87.62821533,POINT (-87.62821533 41.8763213),2021-157964,10,38,14913,92,48
2021,251312,1961 - ELSTON/LEAVITT,Submitted,2542 Elston Ave,60647,4.0,false,LOGAN SQUARE,Retail Store,119178,2002,1,,80,3705148.8,4651893.4,0,0,,70.1,128,74.8,132.9,776.3,6.5,41.927702,-87.681329,POINT (-87.681329 41.927702),2021-251312,41,23,22535,240,24
2021,102409,Nicholas Senn High School,Submitted,5900 N Glenwood Ave,60660,1.0,false,EDGEWATER,K-12 School,291204,1913,3,,30,8531085,21029918.8,0,0,,101.5,157.9,111.1,167.9,2335.5,8,41.98901511,-87.66668203,POINT (-87.66668203 41.98901511),2021-102409,16,76,4451,539,40
2021,173884,St. Scholastica Monastery / UNO Rogers Park Elementary and High School,Submitted,7416 N Ridge Rd,60645,0.0,false,WEST RIDGE,K-12 School,240041,1865,1,,,0,0,0,0,,,,,,,,42.01645164,-87.68500286,POINT (-87.68500286 42.01645164),2021-173884,5,20,22528,341,3
2021,254389,Freedom Center,Submitted,825 N CHRISTIANA AVE,60651,2.0,false,Humboldt Park,Residence Hall/Dormitory,184000,2015,1,,45,8949157.4,10972809,0,0,,108.3,198.8,112.4,200.1,1861,10.1,41.90454715,-87.71254794,POINT (-87.71254794 41.90454715),2021-254389,49,24,4299,422,10
2021,254051,53100534--CHICAGO,Submitted,1500 N Clybourn Ave,60610,4.0,false,Near North Side,Supermarket/Grocery Store,83678,2015,1,,94,10187894.2,-4774717.8,0,0,,64.7,281,65,281.8,1201.5,14.4,41.9038385,-87.63668,POINT (-87.63668 41.9038385),2021-254051,11,37,14926,290,51
2021,252044,Laird Bell Law Quadrangle,Submitted,1111 E 60th St,60637,3.0,false,WOODLAWN,College/University,215499,1959,1,,,6291373.2,2503067.9,11677726.1,2851860,,108.2,171.2,112.8,177.1,1957.2,9.1,41.7850873,-87.59905769,POINT (-87.59905769 41.7850873),2021-252044,4,9,22260,427,53
2021,101918,Randolph Wells,Submitted,205 W Randolph St,60606,3.0,false,LOOP,Office,200116,1914,1,,64,8912198.6,494533,0,0,,47,127.3,49.1,132.7,1299.2,6.5,41.8841105,-87.63418465,POINT (-87.63418465 41.8841105),2021-101918,36,38,14914,92,22
2021,256564,La Casa Norte,Submitted,3527 W North Avenue,60647,,true,Humboldt Park,Multifamily Housing,52528,2019,1,,,1773689.3,2926151.8,0,0,,91.7,156.9,95.1,158.5,408.8,8,41.92085,-87.701615,POINT (-87.701615 41.92085),2021-256564,41,23,22535,322,15
2021,172670,Bricktown Square,Not Submitted,6560 W Fullerton Ave,60707,0.0,false,BELMONT CRAGIN,Strip Mall,443313,1987,1,,,,,,,,,,,,,,41.92368914,-87.78882768,POINT (-87.78882768 41.92368914),2021-172670,44,19,22615,137,39
2021,112638,Juvenile Temporary Detention Center Campus,Submitted,1100 S Hamilton Ave,60612,3.0,false,NEAR WEST SIDE,Mixed Use Property,1812628,1973,3,,,49255290.8,34479448.9,0,0,,81.8,170.1,85.3,171.8,8866.3,8.7,41.867488,-87.680301,POINT (-87.680301 41.867488),2021-112638,46,29,21184,5,48
2021,251992,United Airlines Reservation Center,Submitted,11555 W Touhy Ave,60666,1.0,false,OHARE,Office,452360,1989,1,,7,11851466,7273338.6,0,0,,156.3,333.6,160.2,337.7,2079,17,42.008383,-87.905562,POINT (-87.905562 42.008383),2021-251992,29,75,16197,170,34
2021,160373,360 W Hubbard Joint Venture LLC,Submitted,360 W Hubbard St,60654,3.0,false,NEAR NORTH SIDE,Multifamily Housing,686958,2013,1,,64,14565244.5,19521107.7,0,0,,68.1,122.5,72.1,126,3117.2,6.2,41.89042593,-87.63864217,POINT (-87.63864217 41.89042593),2021-160373,36,37,4446,652,22
2021,164460,CICS Northtown,Submitted,3900 W Peterson Ave,60659,2.5,false,NORTH PARK,K-12 School,124443,1964,1,,56,1777249.4,8493600.4,0,0,,82.5,111.7,92,121.6,705,5.7,41.9909088,-87.7279182,POINT (-87.7279182 41.9909088),2021-164460,38,13,4450,747,28
2021,250043,Fenger Achievement Academy -CPS,Exempt,11220 S Wallace St,60628,,true,ROSELAND,K-12 School,341000,1925,1,,,,,,,,,,,,,,41.68907836,-87.63835866,POINT (-87.63835866 41.68907836),2021-250043,22,45,21861,486,45
2021,231536,Neapolitan,Submitted,1212 N Wells St,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,232186,2001,1,,74,4135552.1,8338815.2,0,0,,68.5,111.6,72,113.8,1033.6,5.7,41.90436982,-87.63501568,POINT (-87.63501568 41.90436982),2021-231536,11,37,14926,290,51
2021,254364,"132, Hyatt Place - Chicago/Downtown-The Loop",Submitted,28 N FRANKLIN ST,60606,2.0,false,Loop,Hotel,172519,2015,1,,43,5254285.5,11314349.2,0,0,,96,154.1,100,158.3,1351.4,7.8,41.88319104,-87.63527825,POINT (-87.63527825 41.88319104),2021-254364,36,38,14914,92,22
2021,160130,One11 West Illinois,Submitted,111 W Illinois St,60654,3.5,false,NEAR NORTH SIDE,Office,241552,2008,1,,75,10177525.1,1077930.6,0,0,,46.6,122.7,47.1,123.2,1510.9,6.3,41.89059211,-87.63170069,POINT (-87.63170069 41.89059211),2021-160130,36,37,4446,670,22
2021,127068,Halsted Plaza,Submitted,801- 831 W 119th St.,60643,0.0,false,WEST PULLMAN,Strip Mall,176613,1964,1,,,0,0,0,0,,,,,,,,41.67776705,-87.64341842,POINT (-87.64341842 41.67776705),2021-127068,22,50,22212,662,45
2021,241405,Kinzie Park Tower Condominium Association,Submitted,501 N Clinton St,60654,1.0,false,WEST TOWN,Multifamily Housing,317800,1999,1,,22,10381453.6,18265598.9,0,0,,98.1,165.2,104.4,169.5,2452.9,8.4,41.89102115,-87.64219094,POINT (-87.64219094 41.89102115),2021-241405,36,25,4446,109,22
2021,158453,The Buckingham,Not Submitted,59 E Van Buren St,60605,0.0,false,LOOP,Residence Hall/Dormitory,210390,2007,1,,,,,,,,,,,,,,41.87678279,-87.62541009,POINT (-87.62541009 41.87678279),2021-158453,36,38,14913,367,48
2021,130162,Freehand Hotel Chicago,Submitted,19 E OHIO ST,60611,4.0,false,NEAR NORTH SIDE,Hotel,73250,1927,1,,87,2619344.3,3667408.5,0,0,,85.8,152.7,89.8,156.8,568.9,7.8,41.89235352,-87.62732985,POINT (-87.62732985 41.89235352),2021-130162,36,37,21182,626,22
2021,256772,,Not Submitted,128 S LAFLIN ST,60607,0.0,false,Near West Side,,50000,,,,,,,,,,,,,,,,41.88321,-87.65877,POINT (-87.65877 41.88321),2021-256772,46,29,14917,63,41
2021,173817,Alden Lakeland Rehabilitation & Health Care Center,Submitted,820 W LAWRENCE AVE,60640,1.0,false,UPTOWN,Senior Living Community,97280,1972,1,,1,5478542.6,15401743,0,0,,233.3,352.1,241,355.9,1600.5,17.9,41.9693943,-87.65095929,POINT (-87.65095929 41.9693943),2021-173817,39,31,22616,635,40
2021,250020,Gage Park,Not Submitted,2411 W 55th St,60632,0.0,false,GAGE PARK,Other - Recreation,64960,1926,1,,,,,,,,,,,,,,41.79382847,-87.68432907,POINT (-87.68432907 41.79382847),2021-250020,3,61,22248,112,19
2021,255005,Luxe on Chicago - CO (lx016),Submitted,1838 W CHICAGO AVE,60622,4.0,false,West Town,Multifamily Housing,75992,2016,6,,84,1474523.1,2037577.7,0,0,,50.4,90,50.4,90,318.8,4.6,41.89605966,-87.67312501,POINT (-87.67312501 41.89605966),2021-255005,41,25,21560,462,24
2021,105608,513-519 W. Briar Pl.,Submitted,513 519 W BRIAR PL,60657,3.0,false,LAKE VIEW,Multifamily Housing,50736,1932,1,,45,862894.5,3501840.7,0,0,,86,120.1,91.9,124.7,309.2,6.1,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511),2021-105608,25,57,4449,710,38
2021,251884,William H Ray Elementary School,Submitted,5631 S Kimbark Ave,60637,2.0,false,HYDE PARK,K-12 School,115306,1893,3,,50,2278621.3,6637559.9,0,0,,77.3,115.8,84.3,123.1,678,5.9,41.79231813,-87.59440361,POINT (-87.59440361 41.79231813),2021-251884,33,8,22260,503,32
2021,120503,1040 West Randolph,Submitted,1040 W Randolph St,60607,2.5,false,NEAR WEST SIDE,Office,75060,1932,1,,56,2324489.8,1057806,0,0,,61,137.4,63.3,139.8,388.2,7,41.884368,-87.653602,POINT (-87.653602 41.884368),2021-120503,46,29,14917,63,41
2021,250022,Fosco Park,Not Submitted,1312 S Racine Ave,60608,0.0,false,NEAR WEST SIDE,Other - Recreation,89780,2005,1,,,,,,,,,,,,,,41.86475039,-87.65742311,POINT (-87.65742311 41.86475039),2021-250022,26,29,14920,96,48
2021,103759,Headquarters,Submitted,547 W Jackson Blvd,60661,2.5,false,NEAR WEST SIDE,Office,347691,1922,1,,55,19688690.1,8172346.3,0,0,,80.1,183.2,82,183.5,3246.1,9.3,41.878003,-87.641471,POINT (-87.641471 41.878003),2021-103759,36,29,4452,786,48
2021,175845,,Not Submitted,2451  W HOWARD ST,60645,0.0,false,WEST RIDGE,,77015,,,,,,,,,,,,,,,,42.00880199,-87.69502812,POINT (-87.69502812 42.00880199),2021-175845,27,20,22528,42,42
2021,166134,John G Shedd Aquarium,Submitted,1200 S Lake Shore Dr,60605,1.0,false,NEAR SOUTH SIDE,Other,452756,1929,1,,,57507656.4,33950921,0,0,,202,434.4,206.2,438.7,10016.9,22.1,41.86761516,-87.61362973,POINT (-87.61362973 41.86761516),2021-166134,10,34,14913,374,48
2021,105792,Diversey III LLC,Submitted,424  W DIVERSEY PKWY,60614,4.0,false,LAKE VIEW,Multifamily Housing,79250,1926,1,,95,2504589.9,3681903.7,0,0,,78.1,137.3,80.6,141.1,553.3,7,41.92201051,-87.65461957,POINT (-87.65461957 41.92201051),2021-105792,34,68,21190,797,16
2021,238799,Sixty Thirty Condominium Association,Submitted,6030 N Sheridan Rd,60660,3.5,false,EDGEWATER,Multifamily Housing,295000,1950,1,,75,5474683.7,17270451,0,0,,77.1,113.4,84.3,120.3,1699.2,5.8,41.99162081,-87.65589517,POINT (-87.65589517 41.99162081),2021-238799,16,76,4451,213,40
2021,251866,Chicago Bulls College Prep,Submitted,2040 W Adams St,60612,3.0,false,NEAR WEST SIDE,K-12 School,142356,1905,1,,66,2400164.6,6601429.9,0,0,,78.1,118.4,84,124.6,693.4,6,41.87909335,-87.67841947,POINT (-87.67841947 41.87909335),2021-251866,46,29,21184,89,48
2021,156772,The LaSalle Atrium Building,Exempt,401 S LASALLE ST,60605,,true,LOOP,,173209,,,,,,,,,,,,,,,,41.87573614,-87.63134823,POINT (-87.63134823 41.87573614),2021-156772,10,38,14913,92,48
2021,251601,Richard Edwards Elementary School,Submitted,4815 S Karlov Ave,60632,2.5,false,ARCHER HEIGHTS,K-12 School,159369,1923,4,,57,2333657.9,9568170,0,0,,74.7,104,81.8,111.5,841.5,5.3,41.80546054,-87.7255682,POINT (-87.7255682 41.80546054),2021-251601,8,54,22248,697,49
2021,113593,(IL1039) - 1335 Astor Cooperative,Submitted,1335 1343 N ASTOR ST,60610,3.0,false,NEAR NORTH SIDE,Multifamily Housing,117600,1949,1,,66,1917193.2,6554498.8,0,0,,76.9,111.3,76.9,111.3,622,5.6,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-113593,46,37,14926,148,41
2021,251721,Walter Payton College Preparatory High School,Submitted,1010 N Wells St,60610,1.5,false,NEAR NORTH SIDE,K-12 School,216475,2000,2,,37,9029148.3,6254419.9,0,0,,70.6,147.1,74.5,151.2,1621.8,7.5,41.900877,-87.634388,POINT (-87.634388 41.900877),2021-251721,46,37,14926,148,41
2021,118351,Courthouse Place,Submitted,46 64 W Hubbard St,60654,3.5,false,NEAR NORTH SIDE,Office,107000,1910,1,,53,6863412,759700,0,0,,71.2,187.1,74.7,195.2,1020.6,9.5,41.89008636,-87.62978794,POINT (-87.62978794 41.89008636),2021-118351,36,37,4446,670,22
2021,160279,Millennium Park Plaza,Submitted,151 - 155 N Michigan Ave,60601,1.0,false,LOOP,Multifamily Housing,663464,1982,1,,2,43171456,22295492.7,0,0,,107.2,236.3,110.7,241.1,7350.2,12,41.88468249,-87.62412202,POINT (-87.62412202 41.88468249),2021-160279,36,38,14309,580,22
2021,251573,John H Hamline Elementary School,Submitted,4747 S Bishop St,60609,1.5,false,NEW CITY,K-12 School,79511,1898,2,,34,2451603.2,3799469.9,0,0,,78.6,136.5,82.6,138.3,552,6.9,41.80758029,-87.66091897,POINT (-87.66091897 41.80758029),2021-251573,4,59,14924,677,53
2021,251578,"Bright, Orville T -CPS",Exempt,10740 S Calhoun Ave,60617,,true,SOUTH DEERING,K-12 School,90919,1998,1,,,,,,,,,,,,,,41.69976566,-87.56232296,POINT (-87.56232296 41.69976566),2021-251578,47,48,21202,174,47
2021,253980,"Bank Note Place Condominium Association, Inc.",Submitted,120 E Cullerton St,60616,3.5,false,NEAR SOUTH SIDE,Multifamily Housing,186000,1890,2,,80,3005760.5,8088676.1,0,0,,63,96.1,67.1,99.2,858.9,4.9,41.84585979,-87.62921264,POINT (-87.62921264 41.84585979),2021-253980,9,35,21194,3,12
2021,103630,Stroger Hospital Campus,Submitted,1901 W Harrison St,60612,1.0,false,NEAR WEST SIDE,Hospital (General Medical & Surgical),1596300,2002,4,,11,173837373.8,323058061.3,0,0,,311.3,517.4,317.4,520.6,41987.8,26.3,41.874071,-87.674135,POINT (-87.674135 41.874071),2021-103630,46,29,21184,5,48
2021,254246,North Washington Park Manor,Submitted,550 E 50th Pl,60615,3.0,false,Grand Boulevard,Multifamily Housing,58652,1985,1,,67,1008259.6,3004230.7,0,0,,75.4,112.4,75,111.2,303.6,5.7,41.8842525,-87.63245,POINT (-87.63245 41.8842525),2021-254246,36,38,14310,92,22
2021,126141,,Not Submitted,839 W 79TH ST,60620,0.0,false,AUBURN GRESHAM,,67068,,,,,,,,,,,,,,,,41.75038125,-87.64569148,POINT (-87.64569148 41.75038125),2021-126141,31,70,21554,487,17
2021,103685,One North State,Submitted,1 N State St,60602,,true,LOOP,Office,829068,1910,1,,,28647421.5,24042834.8,0,0,,63.6,127.2,66.5,130.2,5368.6,6.5,41.88238964,-87.62728409,POINT (-87.62728409 41.88238964),2021-103685,36,38,14310,580,22
2021,254035,Reside by Irving Park,Submitted,725 W Irving Park Rd,60613,2.5,false,Lake View,Multifamily Housing,63000,1923,1,,59,1076090.2,3401190,0,0,,71.1,104.5,76.3,110,334.3,5.3,41.9543088,-87.6618,POINT (-87.6618 41.9543088),2021-254035,25,57,21186,725,38
2021,172565,,Not Submitted,125  E 21ST ST,60616,0.0,false,NEAR SOUTH SIDE,,67755,,,,,,,,,,,,,,,,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365),2021-172565,48,35,21194,346,26
2021,109613,Cook County Department of Corrections Campus,Submitted,2700 S California Ave,60608,,true,SOUTH LAWNDALE,Prison/Incarceration,5283773,1926,57,,,185811310.2,315956245.3,0,0,,109.9,186.5,113.4,188.2,43342.2,9.5,41.84329289,-87.69598814,POINT (-87.69598814 41.84329289),2021-109613,14,32,14920,124,29
2021,251227,372 West Ontario Street,Submitted,372 W Ontario St,60654,4.0,false,NEAR NORTH SIDE,Office,50078,1910,1,,83,1064067.3,1320017.9,0,0,,47.6,87.2,50.5,89.9,222.1,4.4,41.89315786,-87.63853058,POINT (-87.63853058 41.89315786),2021-251227,36,37,4446,652,22
2021,243916,2930 Sheridan Tower Condominium Association,Submitted,2930 N SHERIDAN RD,60657,3.0,false,LAKE VIEW,Multifamily Housing,242000,1956,1,,64,5441689.6,13738550.5,0,0,,79.3,122.6,85.1,126.9,1506.9,6.2,41.93523897,-87.63972431,POINT (-87.63972431 41.93523897),2021-243916,25,57,4449,153,38
2021,106618,215 WEST - LPC,Submitted,215 W Washington St,60606,3.0,false,LOOP,Multifamily Housing,387000,2010,1,,63,10396797.3,18338640.4,0,0,,74.3,125,79.1,130.1,2459,6.4,41.88322296,-87.63452002,POINT (-87.63452002 41.88322296),2021-106618,36,38,14914,92,22
2021,251257,Reside on Surf,Submitted,425 W Surf St,60657,4.0,false,LAKE VIEW,Multifamily Housing,119250,1924,1,,81,1858383.3,6864389.2,0,0,,73.1,104.1,77.6,107.5,630,5.3,41.93389289,-87.64036209,POINT (-87.64036209 41.93389289),2021-251257,25,57,4449,153,38
2021,251593,Henry Clay Elementary School,Submitted,13221 S Burley,60633,1.0,false,HEGEWISCH,K-12 School,81950,1917,2,,22,1777313.9,6902309.8,0,0,,105.9,149.2,117.6,161.4,620.5,7.6,41.655086,-87.544686,POINT (-87.544686 41.655086),2021-251593,47,52,22250,787,47
2021,120830,Astoria Place Living and Rehab,Submitted,6300  N CALIFORNIA AVE,60659,1.0,false,WEST RIDGE,Senior Living Community,51828,1972,1,,24,3377528.9,5912193,0,0,,179.2,302.2,176.4,294.4,796.4,15.4,41.99046172,-87.70620782,POINT (-87.70620782 41.99046172),2021-120830,27,20,4450,30,42
2021,101676,O'Hare Plaza I,Submitted,8725- 8745 W Higgins Rd,60631,4.0,false,OHARE,Office,985092,1969,1,,83,17610775.3,19648666.4,0,0,,69.2,130,74.4,135.4,3558.9,6.6,41.98681144,-87.84464462,POINT (-87.84464462 41.98681144),2021-101676,29,75,22243,64,34
2021,113026,,Submitted,1909 1935 S STATE ST,60616,0.0,false,NEAR SOUTH SIDE,,85400,,,,,0,0,0,0,,,,,,,,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365),2021-113026,48,35,21194,346,26
2021,243247,Ritchie Court Condominium Association,Submitted,1313 N Ritchie Ct,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,239468,1973,1,,59,8376286,0,0,0,,43,120.4,45,126,1196.4,6.1,41.90619616,-87.62627501,POINT (-87.62627501 41.90619616),2021-243247,34,37,14926,308,51
2021,254059,Safer Foundation,Exempt,3210 W Arthington St,60624,,true,East Garfield Park,,127263,,,,,,,,,,,,,,,,41.88081605,-87.72347483,POINT (-87.72347483 41.88081605),2021-254059,23,27,21572,658,11
2021,103580,Good Shepherd Manor,Not Submitted,6720  S CORNELL AVE,60649,0.0,false,SOUTH SHORE,,160776,,,,,,,,,,,,,,,,41.76259226,-87.57231648,POINT (-87.57231648 41.76259226),2021-103580,33,39,22538,453,32
2021,173683,676 La Salle Building,Not Submitted,676 N LaSalle St,60654,0.0,false,NEAR NORTH SIDE,Office,61000,1925,1,,,,,,,,,,,,,,41.89454949,-87.63269715,POINT (-87.63269715 41.89454949),2021-173683,36,37,4446,670,22
2021,235438,Thorndale Beach North Condominium Association,Submitted,5901 N SHERIDAN RD,60660,4.0,false,EDGEWATER,Multifamily Housing,287688,1966,1,,77,8645557.6,0,0,0,,35.6,99.7,38.2,106.9,1234.8,5.1,41.98934226,-87.65478392,POINT (-87.65478392 41.98934226),2021-235438,16,76,4451,13,40
2021,251764,Parkside Nine II,Submitted,544 W Oak St,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,166322,2011,1,,86,2976298.2,5538429.9,0,0,,60.5,100.6,62.4,101.5,719.3,5.1,41.90045766,-87.64172846,POINT (-87.64172846 41.90045766),2021-251764,46,37,14926,148,41
2021,250129,300 North LaSalle,Submitted,300 N LaSalle St,60654,3.5,false,NEAR NORTH SIDE,Office,1587805,2007,1,,71,73288122.2,3583407.5,0,0,,51,138.7,51.7,140.7,10657.8,7.1,41.88814152,-87.63312862,POINT (-87.63312862 41.88814152),2021-250129,36,37,4446,670,22
2021,250115,City Hall,Submitted,121 N LaSalle St,60602,1.0,false,LOOP,Office,411500,1911,1,,30,23528800.6,36977312.5,0,0,,147,254.5,154.6,260.7,5324.6,12.9,41.88385328,-87.63167966,POINT (-87.63167966 41.88385328),2021-250115,36,38,14310,92,22
2021,175535,,Submitted,3100  S KING DR,60616,0.0,false,DOUGLAS,,77300,,,,,0,0,0,0,,,,,,,,41.84550365,-87.63055693,POINT (-87.63055693 41.84550365),2021-175535,48,35,21194,346,26
2021,174289,770 N. Halsted St.,Submitted,770 N Halsted St,60642,2.5,false,WEST TOWN,Office,189509,1905,1,,59,10087608.7,0,0,0,,68.5,191.8,68.8,192.8,1440.8,9.8,41.89612,-87.647759,POINT (-87.647759 41.89612),2021-174289,46,25,22620,522,41
2021,112468,(IL543) - 3300 North Lake Shore Drive,Submitted,3300 3308 N LAKE SHORE DR,60657,4.0,false,LAKE VIEW,Multifamily Housing,139094,1926,1,,80,2088149.5,8528933.1,0,0,,76.3,106.4,81.6,110.7,751.3,5.4,41.9398511,-87.65844752,POINT (-87.65844752 41.9398511),2021-112468,25,57,4449,710,38
2021,101757,IL0000FC-CHICAGO FEDERAL CTR,Submitted,219 S Dearborn,60604,2.0,false,LOOP,Mixed Use Property,3176860,1975,3,,,88752432.2,108131429,0,0,,62,114,65.5,116.8,18419.6,5.8,41.87881863,-87.62895341,POINT (-87.62895341 41.87881863),2021-101757,36,38,14912,92,22
2021,120010,Park Community Church,Submitted,1001 N Crosby,60610,1.0,false,NEAR NORTH SIDE,Worship Facility,64700,2007,1,,16,2844761.8,1049255.2,0,0,,60.2,140.1,63.3,144.8,462,7.1,41.90074351,-87.64378548,POINT (-87.64378548 41.90074351),2021-120010,46,37,14926,108,41
2021,175960,The Versailles,Submitted,5254  S DORCHESTER AVE,60615,1.0,false,HYDE PARK,Multifamily Housing,64000,1925,1,,29,1650961,6026826.6,0,0,,120,171.1,127.3,177.5,555.9,8.7,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043),2021-175960,33,8,21192,147,1
2021,101929,200 S. Michigan Ave,Submitted,200 S Michigan Ave,60604,4.0,false,LOOP,Office,287730.4,1955,1,,84,6648213.8,13513519.7,0,0,,70.1,114,76,120.3,1667.3,5.8,41.87931324,-87.62491915,POINT (-87.62491915 41.87931324),2021-101929,36,38,14912,367,22
2021,158405,250 South Wacker Drive,Submitted,250 S Wacker Dr,60606,3.5,false,LOOP,Office,262214,1958,1,,72,8475756,7547269.3,0,0,,63.6,125.7,67.8,130.1,1611.4,6.4,41.87843521,-87.63727562,POINT (-87.63727562 41.87843521),2021-158405,36,38,14914,92,48
2021,116876,Armitage Commons,Submitted,3720  W ARMITAGE AVE,60647,2.0,false,LOGAN SQUARE,Multifamily Housing,85742,2006,2,,27,4351100.8,2184700,0,0,,76.2,167.5,80.7,176.9,728.1,8.5,41.92075046,-87.70152825,POINT (-87.70152825 41.92075046),2021-116876,41,23,22535,322,15
2021,251395,George B McClellan Elementary School,Submitted,3527 S Wallace St,60609,1.0,false,BRIDGEPORT,K-12 School,58108,1881,1,,29,764063.8,5910759.8,0,0,,114.9,143.6,127.9,158.1,423.1,7.3,41.83035712,-87.64086107,POINT (-87.64086107 41.83035712),2021-251395,48,58,14924,172,26
2021,113487,1340 N Dearborn Condominium Association,Submitted,1340  N DEARBORN ST,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,120150,1967,1,,88,2730958.7,1690642.8,0,0,,41.3,88.1,42.7,90.6,479.9,4.5,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-113487,46,37,14926,148,41
2021,251736,"Foreman HS, Edwin G -CPS",Exempt,3235 N Leclaire Ave,60641,,true,PORTAGE PARK,K-12 School,234393,1928,1,,,,,,,,,,,,,,41.93918272,-87.75361327,POINT (-87.75361327 41.93918272),2021-251736,17,15,22618,114,27
2021,101560,IL0054ZZ - CLARK FEDERAL BLDG,Submitted,536 S Clark St,60605,1.5,false,LOOP,Office,635978,1912,1,,40,31117037.4,36731326.7,0,0,,106.7,197.6,111.6,200.8,6395.3,10.1,41.87500832,-87.63122808,POINT (-87.63122808 41.87500832),2021-101560,10,38,14913,92,48
2021,254370,Mercy Circle,Submitted,3659 W 99TH ST,60655,4.0,false,Mount Greenwood,Residential Care Facility,146922,2013,1,,,5900296.5,3482465.7,0,0,,63.9,137.3,66.3,140.7,1027.7,7,41.69338599,-87.70303837,POINT (-87.70303837 41.69338599),2021-254370,42,73,4447,369,33
2021,175777,4553 N Magnolia,Submitted,1217 1227 W WILSON AVE,60640,4.0,false,UPTOWN,Multifamily Housing,66000,2004,1,,99,1128471.2,1395565.2,0,0,,38.2,70.1,39.5,70.7,235.3,3.6,41.97223008,-87.6645957,POINT (-87.6645957 41.97223008),2021-175777,18,31,22616,633,37
2021,125013,,Not Submitted,122 160 W 79TH ST,60620,0.0,false,GREATER GRAND CROSSING,Strip Mall,193200,1986,1,,,,,,,,,,,,,,41.75195613,-87.6285633,POINT (-87.6285633 41.75195613),2021-125013,31,67,21554,495,17
2021,254564,Merrimac Square III,Not Submitted,6530 W Irving Park Rd,60634,0.0,false,DUNNING,,71000,,,,,,,,,,,,,,,,41.93831557,-87.78903681,POINT (-87.78903681 41.93831557),2021-254564,44,17,22254,396,39
2021,116171,The Bronzeville Vincennes LLC,Submitted,4724  S VINCENNES AVE,60615,4.0,false,GRAND BOULEVARD,Multifamily Housing,99300,1908,1,,73,2633565.8,1099564.2,0,0,,43.3,98.8,46.2,106.4,434.5,5,41.80224043,-87.60332678,POINT (-87.60332678 41.80224043),2021-116171,33,8,21192,147,1
2021,106108,10 W ELM,Submitted,2 10 W ELM ST,60610,,true,NEAR NORTH SIDE,Multifamily Housing,176500,1929,1,,,1970725.5,6183112.9,0,0,,46.2,68,49.9,71.1,609.9,3.5,41.9037528,-87.63558845,POINT (-87.63558845 41.9037528),2021-106108,46,37,14926,148,41
